TIPO UNIDADE,MUNICÍPIO,ESCOLA/SETOR/UNIDADE,TIPO VÍNCULO,CARGO,DISCIPLINA,ÁREA ADMINISTRATIVA,FUNÇÃO
10ª DIREC - CAICÓ,IPUEIRA,ESCOLA ESTADUAL JOÃO ALENCAR DE MEDEIROS,VÍNCULO SERVIDOR,AUXILIAR DE INFRAESTRUTURA (GNO II - LCE 698/2022),,EQUIPE GESTORA,COORDENADOR ADM. FINANCEIRO
10ª DIREC - CAICÓ,IPUEIRA,ESCOLA ESTADUAL JOÃO ALENCAR DE MEDEIROS,VÍNCULO TERCEIRIZADO,TERCEIRIZADO - MERENDEIRA,,APOIO ADMINISTRATIVO,MERENDEIRA
10ª DIREC - CAICÓ,IPUEIRA,ESCOLA ESTADUAL JOÃO ALENCAR DE MEDEIROS,VÍNCULO SERVIDOR,AUXILIAR DE INFRAESTRUTURA (GNO II - LCE 698/2022),,,
10ª DIREC - CAICÓ,IPUEIRA,ESCOLA ESTADUAL JOÃO ALENCAR DE MEDEIROS,VÍNCULO TERCEIRIZADO,TERCEIRIZADO - MERENDEIRA,,APOIO ADMINISTRATIVO,MERENDEIRA
10ª DIREC - CAICÓ,IPUEIRA,ESCOLA ESTADUAL JOÃO ALENCAR DE MEDEIROS,VÍNCULO TERCEIRIZADO,TERCEIRIZADO - MERENDEIRA,,APOIO ADMINISTRATIVO,MERENDEIRA
10ª DIREC - CAICÓ,IPUEIRA,ESCOLA ESTADUAL JOÃO ALENCAR DE MEDEIROS,VÍNCULO SERVIDOR,AUXILIAR DE INFRAESTRUTURA (GNO II - LCE 698/2022),,APOIO ADMINISTRATIVO,ASSISTENTE ADMINISTRATIVO
10ª DIREC - CAICÓ,IPUEIRA,ESCOLA ESTADUAL JOÃO ALENCAR DE MEDEIROS,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,Professor de Educação Especial,,SALA DE AULA
10ª DIREC - CAICÓ,IPUEIRA,ESCOLA ESTADUAL JOÃO ALENCAR DE MEDEIROS,VÍNCULO SERVIDOR,ASSISTENTE ADMINISTRATIVO (GNM II - LCE 698/2022),,EQUIPE GESTORA,VICE-DIRETOR(A)
10ª DIREC - CAICÓ,IPUEIRA,ESCOLA ESTADUAL JOÃO ALENCAR DE MEDEIROS,VÍNCULO SERVIDOR,PROF PERM NIVEL - V,"Biologia, Componente Curricular 04, Projeto de Vida, Componente Curricular 06, Componente Curricular 05, Componente Curricular 03",,SALA DE AULA
10ª DIREC - CAICÓ,IPUEIRA,ESCOLA ESTADUAL JOÃO ALENCAR DE MEDEIROS,VÍNCULO SERVIDOR,ESPECIALISTA PERM NIVEL - IV,,,
10ª DIREC - CAICÓ,IPUEIRA,ESCOLA ESTADUAL JOÃO ALENCAR DE MEDEIROS,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,Professor de Educação Especial,,SALA DE AULA
10ª DIREC - CAICÓ,IPUEIRA,ESCOLA ESTADUAL JOÃO ALENCAR DE MEDEIROS,VÍNCULO TERCEIRIZADO,TERCEIRIZADO - ASG,,APOIO ADMINISTRATIVO,SERVENTE
10ª DIREC - CAICÓ,IPUEIRA,ESCOLA ESTADUAL JOÃO ALENCAR DE MEDEIROS,VÍNCULO TERCEIRIZADO,TERCEIRIZADO - MERENDEIRA,,,
10ª DIREC - CAICÓ,IPUEIRA,ESCOLA ESTADUAL JOÃO ALENCAR DE MEDEIROS,VÍNCULO COMISSIONADO,VDE IV - VICE DIRETOR ESTAB ENSINO,,,
10ª DIREC - CAICÓ,IPUEIRA,ESCOLA ESTADUAL JOÃO ALENCAR DE MEDEIROS,VÍNCULO SERVIDOR,PROF PERM NIVEL - V,"Física, Atividade APE, Componente Curricular 05, Práticas Experimentais, Recomposição das Aprendizagens - Matemática, Componente Curricular 06",,SALA DE AULA
10ª DIREC - CAICÓ,IPUEIRA,ESCOLA ESTADUAL JOÃO ALENCAR DE MEDEIROS,VÍNCULO TERCEIRIZADO,TERCEIRIZADO - MERENDEIRA,,APOIO ADMINISTRATIVO,MERENDEIRA
10ª DIREC - CAICÓ,CAICO,ESCOLA ESTADUAL JOAQUIM APOLINAR,VÍNCULO SERVIDOR,ASSISTENTE ADMINISTRATIVO (GNM),,,
10ª DIREC - CAICÓ,JARDIM DE PIRANHAS,ESCOLA ESTADUAL MACHADO DE ASSIS,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,"Iniciação Científica, Estudo Orientado, Atividade APE, Assembleia de Classe, História, Ciências",,SALA DE AULA
10ª DIREC - CAICÓ,JARDIM DE PIRANHAS,ESCOLA ESTADUAL MACHADO DE ASSIS,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,"Iniciação Científica, Ciências, Geografia, Arte, Ensino Religioso, Atividade APE, Linguagens Artísticas Integradas",,SALA DE AULA
10ª DIREC - CAICÓ,JARDIM DE PIRANHAS,ESCOLA ESTADUAL MACHADO DE ASSIS,VÍNCULO TERCEIRIZADO,TERCEIRIZADO - MERENDEIRA,,APOIO ADMINISTRATIVO,MERENDEIRA
10ª DIREC - CAICÓ,JARDIM DE PIRANHAS,ESCOLA ESTADUAL MACHADO DE ASSIS,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,Professor de Educação Especial,,SALA DE AULA
10ª DIREC - CAICÓ,JARDIM DE PIRANHAS,ESCOLA ESTADUAL MACHADO DE ASSIS,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,Professor de Educação Especial,,SALA DE AULA
10ª DIREC - CAICÓ,JARDIM DE PIRANHAS,ESCOLA ESTADUAL MACHADO DE ASSIS,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,,EQUIPE GESTORA,DIRETOR(A)
10ª DIREC - CAICÓ,JARDIM DE PIRANHAS,ESCOLA ESTADUAL MACHADO DE ASSIS,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,Professor de Educação Especial,,SALA DE AULA
10ª DIREC - CAICÓ,JARDIM DE PIRANHAS,ESCOLA ESTADUAL MACHADO DE ASSIS,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV (DEC JUD),,,
10ª DIREC - CAICÓ,JARDIM DE PIRANHAS,ESCOLA ESTADUAL MACHADO DE ASSIS,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,,,
10ª DIREC - CAICÓ,JARDIM DE PIRANHAS,ESCOLA ESTADUAL MACHADO DE ASSIS,VÍNCULO SERVIDOR,ESPECIALISTA PERM NIVEL - II,,APOIO À EQUIPE GESTORA,APOIO PEDAGÓGICO
10ª DIREC - CAICÓ,JARDIM DE PIRANHAS,ESCOLA ESTADUAL MACHADO DE ASSIS,VÍNCULO TERCEIRIZADO,AUXILIAR DE SERVICOS GERAIS,,,
10ª DIREC - CAICÓ,JARDIM DE PIRANHAS,ESCOLA ESTADUAL MACHADO DE ASSIS,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,Atividade APE,EQUIPE GESTORA,COORDENADOR ADM. FINANCEIRO
10ª DIREC - CAICÓ,JARDIM DE PIRANHAS,ESCOLA ESTADUAL MACHADO DE ASSIS,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,"Educação Física, Arte",,SALA DE AULA
10ª DIREC - CAICÓ,JARDIM DE PIRANHAS,ESCOLA ESTADUAL MACHADO DE ASSIS,VÍNCULO SERVIDOR,AUXILIAR DE INFRAESTRUTURA (GNO II - LCE 698/2022),,EQUIPE GESTORA,VICE-DIRETOR(A)
10ª DIREC - CAICÓ,JARDIM DE PIRANHAS,ESCOLA ESTADUAL MACHADO DE ASSIS,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,Professor de Educação Especial,,SALA DE AULA
10ª DIREC - CAICÓ,JARDIM DE PIRANHAS,ESCOLA ESTADUAL MACHADO DE ASSIS,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,"História, Estudo Orientado, Assembleia de Classe, Arte",,SALA DE AULA
10ª DIREC - CAICÓ,JARDIM DE PIRANHAS,ESCOLA ESTADUAL MACHADO DE ASSIS,VÍNCULO TERCEIRIZADO,TERCEIRIZADO - MERENDEIRA,,,
10ª DIREC - CAICÓ,JARDIM DE PIRANHAS,ESCOLA ESTADUAL MACHADO DE ASSIS,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,,,
10ª DIREC - CAICÓ,JARDIM DE PIRANHAS,ESCOLA ESTADUAL MACHADO DE ASSIS,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,"Arte, AEE, Atividade APE, Linguagens Artísticas Integradas",,SALA DE AULA
10ª DIREC - CAICÓ,JARDIM DE PIRANHAS,ESCOLA ESTADUAL MACHADO DE ASSIS,VÍNCULO TERCEIRIZADO,TERCEIRIZADO - ASG,,,
10ª DIREC - CAICÓ,JARDIM DE PIRANHAS,ESCOLA ESTADUAL MACHADO DE ASSIS,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,Professor de Educação Especial,,SALA DE AULA
10ª DIREC - CAICÓ,JARDIM DE PIRANHAS,ESCOLA ESTADUAL MACHADO DE ASSIS,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,Atividade APE,APOIO À EQUIPE GESTORA,INSPETOR ESCOLAR
10ª DIREC - CAICÓ,JARDIM DE PIRANHAS,ESCOLA ESTADUAL MACHADO DE ASSIS,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,Professor de Educação Especial,,SALA DE AULA
10ª DIREC - CAICÓ,JARDIM DE PIRANHAS,ESCOLA ESTADUAL MACHADO DE ASSIS,VÍNCULO TEMPORÁRIO,ESPECIALISTA DE EDUCACAO TEMPORARIO,,EQUIPE GESTORA,COORDENADOR(A) PEDAGÓGICO(A)
10ª DIREC - CAICÓ,JARDIM DE PIRANHAS,ESCOLA ESTADUAL MACHADO DE ASSIS,"VÍNCULO TEMPORÁRIO, VÍNCULO SERVIDOR","PROFESSOR TEMPORARIO, PROF PERM NIVEL - IV","Professor de Educação Especial, Matemática, Língua Portuguesa",,SALA DE AULA
10ª DIREC - CAICÓ,JARDIM DE PIRANHAS,ESCOLA ESTADUAL MACHADO DE ASSIS,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,"Geografia, Assembleia de Classe, História, Ciências, Iniciação Científica, Ensino Religioso",,SALA DE AULA
10ª DIREC - CAICÓ,JARDIM DE PIRANHAS,ESCOLA ESTADUAL MACHADO DE ASSIS,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,Educação Desportiva e Saúde,,SALA DE AULA
10ª DIREC - CAICÓ,JARDIM DE PIRANHAS,ESCOLA ESTADUAL MACHADO DE ASSIS,VÍNCULO SERVIDOR,AUXILIAR DE INFRAESTRUTURA (GNO I - LCE 698/2022),,APOIO ADMINISTRATIVO,VIGIA
10ª DIREC - CAICÓ,JARDIM DE PIRANHAS,ESCOLA ESTADUAL MACHADO DE ASSIS,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,"Matemática, Estudo Orientado, Ensino Religioso, Geografia, Língua Portuguesa",,SALA DE AULA
10ª DIREC - CAICÓ,JARDIM DE PIRANHAS,ESCOLA ESTADUAL MACHADO DE ASSIS,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,Professor de Educação Especial,,SALA DE AULA
10ª DIREC - CAICÓ,JARDIM DE PIRANHAS,ESCOLA ESTADUAL MACHADO DE ASSIS,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,"Ciências, Iniciação Científica, Linguagens Artísticas Integradas",,SALA DE AULA
10ª DIREC - CAICÓ,OURO BRANCO,ESCOLA ESTADUAL MANOEL CORREIA,VÍNCULO SERVIDOR,PROF PERM NIVEL - VI,,SAP/LABORATÓRIO DE INFORMÁTICA,PROFESSOR REGENTE
10ª DIREC - CAICÓ,OURO BRANCO,ESCOLA ESTADUAL MANOEL CORREIA,VÍNCULO TERCEIRIZADO,TERCEIRIZADO - MERENDEIRA,,,
10ª DIREC - CAICÓ,OURO BRANCO,ESCOLA ESTADUAL MANOEL CORREIA,VÍNCULO SERVIDOR,AUXILIAR DE INFRAESTRUTURA (GNO I - LCE 698/2022),,APOIO ADMINISTRATIVO,VIGIA
10ª DIREC - CAICÓ,OURO BRANCO,ESCOLA ESTADUAL MANOEL CORREIA,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,"Biologia, Química, Componente Curricular 02",,SALA DE AULA
10ª DIREC - CAICÓ,OURO BRANCO,ESCOLA ESTADUAL MANOEL CORREIA,VÍNCULO TERCEIRIZADO,TERCEIRIZADO - ASG,,APOIO ADMINISTRATIVO,SERVENTE
10ª DIREC - CAICÓ,OURO BRANCO,ESCOLA ESTADUAL MANOEL CORREIA,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,"Atividade APE, Professor de Educação Especial",,SALA DE AULA
10ª DIREC - CAICÓ,OURO BRANCO,ESCOLA ESTADUAL MANOEL CORREIA,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,"Língua Inglesa, Atividade APE",,SALA DE AULA
10ª DIREC - CAICÓ,OURO BRANCO,ESCOLA ESTADUAL MANOEL CORREIA,VÍNCULO SERVIDOR,AUXILIAR DE INFRAESTRUTURA (GNO I - LCE 698/2022),,APOIO ADMINISTRATIVO,ASSISTENTE ADMINISTRATIVO
10ª DIREC - CAICÓ,OURO BRANCO,ESCOLA ESTADUAL MANOEL CORREIA,VÍNCULO SERVIDOR,PROF PERM NIVEL - VI,,SAP/BIBLIOTECA,PROFESSOR REGENTE
10ª DIREC - CAICÓ,OURO BRANCO,ESCOLA ESTADUAL MANOEL CORREIA,VÍNCULO TERCEIRIZADO,TERCEIRIZADO - ASG,,APOIO ADMINISTRATIVO,SERVENTE
10ª DIREC - CAICÓ,OURO BRANCO,ESCOLA ESTADUAL MANOEL CORREIA,VÍNCULO SERVIDOR,PROF PERM NIVEL - III (DEC JUD),"Recomposição das Aprendizagens - Matemática, Matemática",,SALA DE AULA
10ª DIREC - CAICÓ,OURO BRANCO,ESCOLA ESTADUAL MANOEL CORREIA,VÍNCULO TERCEIRIZADO,AUXILIAR DE SERVICOS GERAIS,,APOIO ADMINISTRATIVO,PORTEIRO
10ª DIREC - CAICÓ,"OURO BRANCO, SERRA NEGRA DO NORTE","ESCOLA ESTADUAL MANOEL CORREIA, ESCOLA ESTADUAL PROFESSOR LEOMAR BATISTA DE ARAUJO","VÍNCULO SERVIDOR, VÍNCULO TEMPORÁRIO","PROF PERM NIVEL - III, PROFESSOR TEMPORARIO","Empreendedorismo e Inovação Tecnológica e Social, Metodologia do Trabalho Científico, Fundamentos da Computação, Tecnologia em Mídias Digitais, Educação Tecnológica e Midiática, Banco de Dados, Programação WEB, Atividade APE",,SALA DE AULA
10ª DIREC - CAICÓ,OURO BRANCO,ESCOLA ESTADUAL MANOEL CORREIA,VÍNCULO SERVIDOR,AUXILIAR DE INFRAESTRUTURA (GNO I - LCE 698/2022),,APOIO ADMINISTRATIVO,SERVENTE
10ª DIREC - CAICÓ,OURO BRANCO,ESCOLA ESTADUAL MANOEL CORREIA,VÍNCULO TERCEIRIZADO,TERCEIRIZADO - ASG,,APOIO ADMINISTRATIVO,SERVENTE
10ª DIREC - CAICÓ,OURO BRANCO,ESCOLA ESTADUAL MANOEL CORREIA,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,Professor de Educação Especial,,SALA DE AULA
10ª DIREC - CAICÓ,OURO BRANCO,ESCOLA ESTADUAL MANOEL CORREIA,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,"Matemática, Iniciação Científica",,SALA DE AULA
10ª DIREC - CAICÓ,OURO BRANCO,ESCOLA ESTADUAL MANOEL CORREIA,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,"Desenvolvimento de Sistemas, Programação Estruturada e Orientada a Objetos, Metodologia do Trabalho Científico, Trabalho de Conclusão de Curso - TCC, Lógica de Programação, Arquitetura e Organização de Computadores, Atividade APE",,SALA DE AULA
10ª DIREC - CAICÓ,OURO BRANCO,ESCOLA ESTADUAL MANOEL CORREIA,VÍNCULO TERCEIRIZADO,TERCEIRIZADO - MERENDEIRA,,APOIO ADMINISTRATIVO,MERENDEIRA
10ª DIREC - CAICÓ,OURO BRANCO,ESCOLA ESTADUAL MANOEL CORREIA,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,,,
10ª DIREC - CAICÓ,OURO BRANCO,ESCOLA ESTADUAL MANOEL CORREIA,VÍNCULO TERCEIRIZADO,TERCEIRIZADO - PORTEIRO,,,
10ª DIREC - CAICÓ,OURO BRANCO,ESCOLA ESTADUAL MANOEL CORREIA,VÍNCULO COMISSIONADO,DE IV - DIRETOR DE ESTABELECIMENTO DE ENSINO,,,
10ª DIREC - CAICÓ,OURO BRANCO,ESCOLA ESTADUAL MANOEL CORREIA,VÍNCULO SERVIDOR,PROF PERM NIVEL - VI,"Educação Desportiva e Saúde, Física, Práticas Experimentais, Recomposição das Aprendizagens - Matemática, Projeto Integrador: Empreendedorismo e Inovação Tecnológica e Social, Componente Curricular 02",,SALA DE AULA
10ª DIREC - CAICÓ,OURO BRANCO,ESCOLA ESTADUAL MANOEL CORREIA,VÍNCULO TERCEIRIZADO,TERCEIRIZADO - ASG,,APOIO ADMINISTRATIVO,SERVENTE
10ª DIREC - CAICÓ,OURO BRANCO,ESCOLA ESTADUAL MANOEL CORREIA,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,Professor de Educação Especial,,SALA DE AULA
10ª DIREC - CAICÓ,OURO BRANCO,ESCOLA ESTADUAL MANOEL CORREIA,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,"Educação Física, Educação Desportiva e Saúde",,SALA DE AULA
10ª DIREC - CAICÓ,OURO BRANCO,ESCOLA ESTADUAL MANOEL CORREIA,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,Professor de Educação Especial,,SALA DE AULA
10ª DIREC - CAICÓ,OURO BRANCO,ESCOLA ESTADUAL MANOEL CORREIA,VÍNCULO TERCEIRIZADO,TERCEIRIZADO - ASG,,,
10ª DIREC - CAICÓ,OURO BRANCO,ESCOLA ESTADUAL MANOEL CORREIA,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV (DEC JUD),"Arte, Componente Curricular 01, Língua Espanhola, Estudo Orientado, Língua Portuguesa, Redação",,SALA DE AULA
10ª DIREC - CAICÓ,OURO BRANCO,ESCOLA ESTADUAL MANOEL CORREIA,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,,,
10ª DIREC - CAICÓ,OURO BRANCO,ESCOLA ESTADUAL MANOEL CORREIA,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,,SAP/OFICINA DE ARTE,PROFESSOR REGENTE
10ª DIREC - CAICÓ,OURO BRANCO,ESCOLA ESTADUAL MANOEL CORREIA,VÍNCULO TERCEIRIZADO,TERCEIRIZADO - ASG,,APOIO ADMINISTRATIVO,SERVENTE
10ª DIREC - CAICÓ,OURO BRANCO,ESCOLA ESTADUAL MANOEL CORREIA,VÍNCULO SERVIDOR,PROF PERM NIVEL - V,Professor de Educação Especial,,SALA DE AULA
10ª DIREC - CAICÓ,OURO BRANCO,ESCOLA ESTADUAL MANOEL CORREIA,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,"Projeto de Vida, Sociologia do Trabalho, Geografia",,SALA DE AULA
10ª DIREC - CAICÓ,OURO BRANCO,ESCOLA ESTADUAL MANOEL CORREIA,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,,EQUIPE GESTORA,DIRETOR(A)
10ª DIREC - CAICÓ,OURO BRANCO,ESCOLA ESTADUAL MANOEL CORREIA,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,"Filosofia, Componente Curricular 01, Assembleia de Classe, Sociologia, Ensino Religioso, Arte",,SALA DE AULA
10ª DIREC - CAICÓ,OURO BRANCO,ESCOLA ESTADUAL MANOEL CORREIA,VÍNCULO TERCEIRIZADO,TERCEIRIZADO - CUIDADOR,,APOIO,CUIDADOR
10ª DIREC - CAICÓ,OURO BRANCO,ESCOLA ESTADUAL MANOEL CORREIA,VÍNCULO TERCEIRIZADO,TERCEIRIZADO - MERENDEIRA,,,
10ª DIREC - CAICÓ,OURO BRANCO,ESCOLA ESTADUAL MANOEL CORREIA,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,"Arte, Orientação Acadêmica, Ciências, Empreendedorismo e Inovação Tecnológica e Social",,SALA DE AULA
10ª DIREC - CAICÓ,OURO BRANCO,ESCOLA ESTADUAL MANOEL CORREIA,VÍNCULO SERVIDOR,"PROF PERM NIVEL - III, ESPECIALISTA PERM NIVEL - V",Professor de Educação Especial,APOIO À EQUIPE GESTORA,"SALA DE AULA, APOIO PEDAGÓGICO"
10ª DIREC - CAICÓ,OURO BRANCO,ESCOLA ESTADUAL MANOEL CORREIA,VÍNCULO SERVIDOR,AUXILIAR DE INFRAESTRUTURA (GNO II - LCE 698/2022),,EQUIPE GESTORA,VICE-DIRETOR(A)
10ª DIREC - CAICÓ,OURO BRANCO,ESCOLA ESTADUAL MANOEL CORREIA,VÍNCULO SERVIDOR,PROF PERM NIVEL - V,,,
10ª DIREC - CAICÓ,OURO BRANCO,ESCOLA ESTADUAL MANOEL CORREIA,VÍNCULO SERVIDOR,ESPECIALISTA PERM NIVEL - III,,APOIO À EQUIPE GESTORA,APOIO PEDAGÓGICO
10ª DIREC - CAICÓ,OURO BRANCO,ESCOLA ESTADUAL MANOEL CORREIA,VÍNCULO TERCEIRIZADO,TERCEIRIZADO - ASG,,APOIO ADMINISTRATIVO,SERVENTE
10ª DIREC - CAICÓ,OURO BRANCO,ESCOLA ESTADUAL MANOEL CORREIA,VÍNCULO SERVIDOR,"PROF PERM NIVEL - III, PROF PERM NIVEL - IV (DEC JUD)",,,
10ª DIREC - CAICÓ,OURO BRANCO,ESCOLA ESTADUAL MANOEL CORREIA,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,"Atividade APE, Professor de Educação Especial",,SALA DE AULA
10ª DIREC - CAICÓ,OURO BRANCO,ESCOLA ESTADUAL MANOEL CORREIA,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,,,
10ª DIREC - CAICÓ,OURO BRANCO,ESCOLA ESTADUAL MANOEL CORREIA,VÍNCULO TERCEIRIZADO,TERCEIRIZADO - ASG,,,
10ª DIREC - CAICÓ,OURO BRANCO,ESCOLA ESTADUAL MANOEL CORREIA,VÍNCULO SERVIDOR,ESPECIALISTA PERM NIVEL - V,,EQUIPE GESTORA,COORDENADOR(A) PEDAGÓGICO(A)
10ª DIREC - CAICÓ,OURO BRANCO,ESCOLA ESTADUAL MANOEL CORREIA,VÍNCULO SERVIDOR,ESPECIALISTA PERM NIVEL - V,,EQUIPE GESTORA,COORDENADOR ADM. FINANCEIRO
10ª DIREC - CAICÓ,OURO BRANCO,ESCOLA ESTADUAL MANOEL CORREIA,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,"Orientação Acadêmica, Recomposição das Aprendizagens - Português, Língua Portuguesa",,SALA DE AULA
10ª DIREC - CAICÓ,OURO BRANCO,ESCOLA ESTADUAL MANOEL CORREIA,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,"Estudo Orientado, Assembleia de Classe, Linguagens Artísticas Integradas, Língua Portuguesa, Arte",,SALA DE AULA
10ª DIREC - CAICÓ,OURO BRANCO,ESCOLA ESTADUAL MANOEL CORREIA,VÍNCULO SERVIDOR,AUXILIAR DE INFRAESTRUTURA (GNO II - LCE 698/2022),,APOIO ADMINISTRATIVO,SERVENTE
10ª DIREC - CAICÓ,OURO BRANCO,ESCOLA ESTADUAL MANOEL CORREIA,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,,,
10ª DIREC - CAICÓ,OURO BRANCO,ESCOLA ESTADUAL MANOEL CORREIA,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,"Metodologia do Trabalho Científico, História, Estudo Orientado",,SALA DE AULA
10ª DIREC - CAICÓ,CAICO,ESCOLA ESTADUAL MANOEL FERNANDES JORGE,VÍNCULO COMISSIONADO,VDE IV - VICE DIRETOR ESTAB ENSINO,,,
10ª DIREC - CAICÓ,CAICO,ESCOLA ESTADUAL MANOEL PATRICIO DE FIGUEIREDO,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,,EQUIPE GESTORA,COORDENADOR ADM. FINANCEIRO
10ª DIREC - CAICÓ,CAICO,ESCOLA ESTADUAL MANOEL PATRICIO DE FIGUEIREDO,VÍNCULO SERVIDOR,ESPECIALISTA PERM NIVEL - III (DEC JUD),,APOIO À EQUIPE GESTORA,APOIO PEDAGÓGICO
10ª DIREC - CAICÓ,CAICO,ESCOLA ESTADUAL MANOEL PATRICIO DE FIGUEIREDO,VÍNCULO SERVIDOR,PROF PERM NIVEL - V,,,
10ª DIREC - CAICÓ,CAICO,ESCOLA ESTADUAL MANOEL PATRICIO DE FIGUEIREDO,"VÍNCULO SERVIDOR, VÍNCULO CONVÊNIO","PROF PERM NIVEL - IV, CONVENIO - PROFESSOR","Geografia, História, Arte, Ensino Religioso, Filosofia, Sociologia",,SALA DE AULA
10ª DIREC - CAICÓ,CAICO,ESCOLA ESTADUAL MANOEL PATRICIO DE FIGUEIREDO,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,"Biologia, Educação Física, Ciências, Química",,SALA DE AULA
10ª DIREC - CAICÓ,CAICO,ESCOLA ESTADUAL MANOEL PATRICIO DE FIGUEIREDO,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,Língua Portuguesa,,SALA DE AULA
10ª DIREC - CAICÓ,CAICO,ESCOLA ESTADUAL MANOEL PATRICIO DE FIGUEIREDO,VÍNCULO SERVIDOR,ESPECIALISTA PERM NIVEL - IV,,APOIO À EQUIPE GESTORA,APOIO PEDAGÓGICO
10ª DIREC - CAICÓ,CAICO,ESCOLA ESTADUAL MANOEL PATRICIO DE FIGUEIREDO,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,,EQUIPE GESTORA,DIRETOR(A)
10ª DIREC - CAICÓ,CAICO,ESCOLA ESTADUAL MANOEL PATRICIO DE FIGUEIREDO,VÍNCULO TERCEIRIZADO,TERCEIRIZADO - MERENDEIRA,,APOIO ADMINISTRATIVO,MERENDEIRA
10ª DIREC - CAICÓ,CAICO,ESCOLA ESTADUAL MANOEL PATRICIO DE FIGUEIREDO,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,Professor de Educação Especial,,SALA DE AULA
10ª DIREC - CAICÓ,CAICO,ESCOLA ESTADUAL MANOEL PATRICIO DE FIGUEIREDO,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,"Física, Matemática",,SALA DE AULA
10ª DIREC - CAICÓ,CAICO,ESCOLA ESTADUAL MANOEL PATRICIO DE FIGUEIREDO,VÍNCULO TERCEIRIZADO,AUXILIAR DE SERVICOS GERAIS,,APOIO ADMINISTRATIVO,PORTEIRO
10ª DIREC - CAICÓ,CAICO,ESCOLA ESTADUAL MONSENHOR WALFREDO GURGEL,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,Ciências,,SALA DE AULA
10ª DIREC - CAICÓ,CAICO,ESCOLA ESTADUAL MONSENHOR WALFREDO GURGEL,VÍNCULO TERCEIRIZADO,TERCEIRIZADO - MERENDEIRA,,,
10ª DIREC - CAICÓ,CAICO,"ESCOLA ESTADUAL MONSENHOR WALFREDO GURGEL, ESCOLA ESTADUAL PROFESSOR JOAQUIM GUEDES CORREIA GONDIM NETO","VÍNCULO TEMPORÁRIO, VÍNCULO SERVIDOR","PROFESSOR TEMPORARIO, PROF PERM NIVEL - III","Iniciação Científica, Matemática",,SALA DE AULA
